BSE Code,Company Name
532716,Gillanders Arbuthnot & Company Ltd
532717,Indo Tech Transformers Ltd
532719,B. L. Kashyap and Sons Ltd
532720,Mahindra & Mahindra Financial Services Ltd
532721,Visa Steel Ltd
532722,Nitco Ltd
532723,MPDL Ltd
532725,Solar Industries India Ltd
532726,Gallantt Ispat Ltd
532728,Malu Paper Mills Ltd
532729,Uttam Sugar Mills Ltd
532730,STL Global Ltd
532732,Kewal Kiran Clothing Ltd
532733,Sun TV Network Ltd
532734,Godawari Power and Ispat Ltd
532735,R Systems International Ltd
532737,Emkay Global Financial Services Ltd
532738,Twamev Construction And Infrastructure Ltd
532740,Lokesh Machines Ltd
532741,Kamdhenu Ltd
532742,Paushak Ltd
532744,GTN Textiles Ltd
532745,Inditrade Capital Ltd
532748,Prime Focus Ltd
532749,Allcargo Logistics Ltd
532754,GMR Airports Ltd
532755,Tech Mahindra Ltd
532756,CIE Automotive India Ltd
532757,Voltamp Transformers Ltd
532759,Atlantaa Ltd
532761,HOV Services Ltd
532762,Action Construction Equipment Ltd
532764,GeeCee Ventures Ltd
532766,Richa Industries Ltd
532767,Gayatri Projects Ltd
532768,Fiem Industries Ltd
532771,JHS Svendgaard Laboratories Ltd
532772,DCB Bank Ltd
532773,Global Vectra Helicorp Ltd
532774,Inspirisys Solutions Ltd
532775,GTL Infrastructure Ltd
532776,Shivam Autotech Ltd
532777,Info Edge (India) Ltd
532779,Torrent Power Ltd
532780,Parsvnath Developers Ltd
532782,Sutlej Textiles and Industries Ltd
532783,LT Foods Ltd
532784,Sobha Ltd
532785,Ruchira Papers Ltd
532790,Tanla Platforms Ltd
532794,Zee Media Corporation Ltd
532795,Siti Networks Ltd
532796,Lumax Auto Technologies Ltd
532797,Autoline Industries Ltd
532798,Network 18 Media & Investments Ltd
532799,Hubtown Ltd
532801,Cambridge Technology Enterprises Ltd
532804,Technocraft Industries (India) Ltd
532805,Redington Ltd
532806,AI Champdany Industries Ltd
532807,Cineline India Ltd
532808,Pearl Global Industries Ltd
532809,Firstsource Solutions Ltd
532810,Power Finance Corporation Ltd
532811,Ahluwalia Contracts (India) Ltd
532812,Transwarranty Finance Ltd
532814,Indian Bank
532815,SMS Pharmaceuticals Ltd
532817,Oriental Trimex Ltd
532820,E-Land Apparel Ltd
532822,Vodafone Idea Ltd
532825,Jagjanani Textiles Ltd
532826,Raj Television Network Ltd
532827,Page Industries Ltd
532828,AMD Industries Ltd
532829,Lehar Footwears Ltd
532830,Astral Ltd
532832,Embassy Developments Ltd
532834,Camlin Fine Sciences Ltd
532835,ICRA Ltd
532839,Dish TV India Ltd
532841,Sahyadri Industries Ltd
532842,Sree Rayalaseema Hi-Strength Hypo Ltd
532843,Fortis Healthcare Ltd
532845,TGB Banquets and Hotels Ltd
532847,Hilton Metal Forging Ltd
532848,Delta Corp Ltd
532850,MIC Electronics Ltd
532851,Insecticides (India) Ltd
532853,Asahi Songwon Colors Ltd
532855,Haryana Capfin Ltd
532856,Time Technoplast Ltd
532859,Hinduja Global Solutions Ltd
532864,Nelcast Ltd
532867,V2 Retail Ltd
532868,DLF Ltd
532869,Tarmat Ltd
532870,Ankit Metal & Power Ltd
532872,Sun Pharma Advanced Research Company Ltd
532875,Allied Digital Services Ltd
532878,Alpa Laboratories Ltd
532879,Sir Shadi Lal Enterprises Ltd
532880,Omaxe Ltd
532884,Refex Industries Ltd
532885,Central Bank of India
532886,SEL Manufacturing Company Ltd
532888,Asian Granito India Ltd
532889,K.P.R. Mill Limited
532890,Take Solutions Ltd
532891,Puravankara Ltd
532892,Motilal Oswal Financial Services Ltd
532893,VTM Ltd
532894,Indowind Energy Ltd
532895,Nagreeka Capital & Infrastructure Ltd
532896,Magnum Ventures Ltd
532898,Power Grid Corporation of India Ltd
532899,Kaveri Seed Company Ltd
532900,Paisalo Digital Ltd
532902,Consolidated Construction Consortium Ltd
532904,Supreme Infrastructure India Ltd
532906,Maan Aluminium Ltd
532907,IL&FS Engineering and Construction Company Ltd
532911,Parle Industries Ltd
532915,Religare Enterprises Ltd
532916,Barak Valley Cements Ltd
532918,Rathi Bars Ltd
532921,Adani Ports and Special Economic Zone Ltd
532922,Edelweiss Financial Services Ltd
532923,Renaissance Global Ltd
532924,Kolte-Patil Developers Ltd
532925,Kaushalya Infrastructure Development Corporation Ltd
532926,Jyothy Labs Ltd
532927,eClerx Services Ltd
532928,Transformers and Rectifiers (India) Ltd
532929,Brigade Enterprises Ltd
532930,BGR Energy Systems Ltd
532932,Manaksia Ltd
532933,Porwal Auto Components Ltd
532934,PPAP Automotive Ltd
532935,Aries Agro Ltd
532937,Kuantum Papers Ltd
532939,Reliance Power Ltd
532940,J. Kumar Infraprojects Ltd
532941,Cords Cable Industries Ltd
532942,KNR Constructions Ltd
532944,OnMobile Global Ltd
532945,SEPC Ltd
532946,Bang Overseas Ltd
532947,IRB Infrastructure Developers Ltd
532951,GSS Infotech Ltd
532952,Nahar Capital and Financial Services Ltd
532953,V-Guard Industries Ltd
532955,REC Ltd
532957,Gokak Textiles Ltd
532960,Dhani Services Ltd
532966,Titagarh Rail Systems Ltd
532967,Kiri Industries Ltd
532974,Aditya Birla Money Ltd
532975,Telogica Ltd
532976,Jai Balaji Industries Ltd
532977,Bajaj Auto Ltd
532978,Bajaj Finserv Ltd
532980,Gokul Refoils & Solvent Ltd
532983,RPG Life Sciences Ltd
532985,Kotak S&P BSE Sensex ETF
532986,Niraj Cement Structurals Ltd
532989,Bafna Pharmaceuticals Ltd
532992,CHL Ltd
532993,Sejal Glass Ltd
532994,Archidply Industries Ltd
532998,Lotus Eye Hospital And Institute Ltd
533001,Somi Conveyor Beltings Ltd
533007,LGB Forge Ltd
533012,Landmark Property Development Company Ltd
533014,Sicagen India Ltd
533018,Simplex Mills Company Ltd
533019,Simplex Papers Ltd
533022,20 Microns Ltd
533023,ZF Commercial Vehicle Control Systems India Ltd
533029,Alkali Metals Ltd
533033,ISGEC Heavy Engineering Ltd
533047,Indian Metals & Ferro Alloys Ltd
533048,Teamo Productions HQ Ltd
533056,VEDAVAAG Systems Ltd
533080,Mold-Tek Packaging Ltd
533088,Mahindra Holidays & Resorts India Ltd
533090,Excel Realty N Infra Ltd
533093,Raj Oil Mills Ltd
533095,Bengal & Assam Company Ltd
533096,Adani Power Ltd
533098,NHPC Ltd
533100,Premier Energy and Infrastructure Ltd
533101,Suryaamba Spinning Mills Ltd
533104,Globus Spirits Ltd
533106,Oil India Ltd
533108,Bhilwara Technical Textiles Ltd
533110,Shree Precoated Steels Ltd
533121,Expleo Solutions Ltd
533122,RattanIndia Power Ltd
533137,Den Networks Ltd
533138,Astec Lifesciences Ltd
533146,D-Link (India) Ltd
533148,JSW Energy Ltd
533149,Yunik Managing Advisors Ltd
533150,Godrej Properties Ltd
533151,D. B. Corp Ltd
533152,MBL Infrastructure Ltd
533155,Jubilant FoodWorks Ltd
533156,Vascon Engineers Ltd
533158,Thangamayil Jewellery Ltd
533160,Valor Estate Ltd
533161,Emmbi Industries Ltd
533162,Hathway Cable & Datacom Ltd
533163,ARSS Infrastructure Projects Ltd
533164,Texmo Pipes and Products Ltd
533166,Sundaram Multi Pap Ltd
533168,Rossell India Ltd
533169,Man Infraconstruction Ltd
533170,Tamboli Industries Ltd
533177,IL&FS Transportation Networks Ltd
533179,Persistent Systems Ltd
533181,Intrasoft Technologies Ltd
533189,Goenka Diamond & Jewels Ltd
533192,KCP Sugar & Industries Corporation Ltd
533193,Kirloskar Electric Company Ltd
533202,Satchmo Holdings Ltd
533203,Tarapur Transformers Ltd
533206,SJVN Ltd
533208,Emami Paper Mills Ltd
533210,Kriti Nutrients Ltd
533212,GKB Ophthalmics Ltd
533217,Hindustan Media Ventures Ltd
533218,Emami Realty Ltd
533227,Asian Hotels (East) Ltd
533229,Bajaj Consumer Care Ltd
533239,Prakash Steelage Ltd
533248,Gujarat Pipavav Port Ltd
533252,Welspun Investments and Commercials Ltd
533259,Sastasundar Ventures Ltd
533260,CP Capital Ltd
533262,Ramky Infrastructure Ltd
533263,Orient Green Power Company Ltd
533267,Cantabil Retail India Ltd
533268,Sea TV Network Ltd
533269,VA Tech Wabag Ltd
533270,Bedmutha Industries Ltd
533271,Ashoka Buildcon Ltd
533272,Jupiter Wagons Ltd
533273,Oberoi Realty Ltd
533274,Prestige Estates Projects Ltd
533275,Shah Metacorp Ltd
533278,Coal India Ltd
533282,Gravita India Ltd
533284,R P P Infra Projects Ltd
533285,RDB Infrastructure And Power Ltd
533286,Moil Ltd
533287,Zee Learn Ltd
533289,Kesar Terminals & Infrastructure Ltd
533292,A2Z Infra Engineering Ltd
533293,Kirloskar Oil Engines Ltd
533294,Ravi Kumar Distilleries Ltd
533295,Punjab & Sind Bank
533296,Future Market Networks Ltd
533298,Surana Solar Ltd
533301,Shekhawati Industries Ltd
533302,Kalyani Investment Company Ltd
533303,BF Investment Ltd
533306,Summit Securities Ltd
533315,Innovassynth Investments Ltd
533316,STEL Holdings Ltd
533326,Texmaco Rail & Engineering Ltd
533329,Indian Terrain Fashions Ltd
533333,Fineotex Chemical Ltd
533336,Dhunseri Investments Ltd
533339,ZEN Technologies Ltd
533343,Lovable Lingerie Ltd
533344,PTC India Financial Services Ltd
533398,Muthoot Finance Ltd
533407,True Green Bio Energy Ltd
533427,VMS Industries Ltd
533451,Karma Energy Ltd
533452,Delphi World Money Ltd
533470,Rushil Decor Ltd
533477,Enkei Wheels (India) Ltd
533482,Kridhan Infra Ltd
533506,Inventure Growth & Securities Ltd
533519,L&T Finance Ltd
533520,Yaari Digital Integrated Services Ltd
533540,Tree House Education & Accessories Ltd
533543,Brooks Laboratories Ltd
533552,Rupa & Company Ltd
533553,TD Power Systems Ltd
533573,Alembic Pharmaceuticals Ltd
533576,Vaswani Industries Ltd
533581,PG Electroplast Ltd
533602,Lesha Industries Ltd
533605,Setubandhan Infrastructure Ltd
533608,RDB Rasayans Ltd
533629,Tijaria Polypipes Ltd
533632,Onelife Capital Advisors Ltd
533638,Flexituff Ventures International Ltd
533655,Triveni Turbine Ltd
533676,Indo Thai Securities Ltd
533704,Essar Shipping Ltd
533758,APL Apollo Tubes Ltd
533761,GPT Infraprojects Ltd
533896,Fervent Synergies Ltd
533941,Thomas Scott (India) Ltd
533982,Tera Software Ltd
534060,PMC Fincorp Ltd
534063,Futuristic Solutions Ltd
534064,Alliance Integrated Metaliks Ltd
534076,Rhi Magnesita India Ltd
534091,Multi Commodity Exchange of India Ltd
534109,Pyxis Finvest Ltd
534139,Schneider Electric Infrastructure Ltd
534190,Olympic Cards Ltd
534309,NBCC (India) Ltd
534312,MT Educare Ltd
534328,Hexa Tradex Ltd
534338,Maxheights Infrastructure Ltd
534369,Tribhovandas Bhimji Zaveri Ltd
534392,Vardhman Special Steels Ltd
534425,Speciality Restaurants Ltd
534532,Lypsa Gems & Jewellery Ltd
534597,Rattanindia Enterprises Ltd
534598,Sampann Utpadan India Ltd
534600,JTL Industries Ltd
534612,Advance Metering Technology Ltd
534615,North Eastern Carrying Corporation Ltd
534618,Waaree Renewable Technologies Ltd
534623,Jupiter Infomedia Ltd
534639,Vinayak Polycon International Ltd
534659,Jointeca Education Solutions Ltd
534674,Ducon Infratechnologies Ltd
534675,Prozone Realty Ltd
534680,SRG Housing Finance Ltd
534691,Comfort Commotrade Ltd
534708,Shanti Guru Industries Ltd
534732,Caspian Corporate Services Ltd
534733,Aerpace Industries Ltd
534741,Virtual Global Education Ltd
534742,Zuari Agro Chemicals Ltd
534748,Steel Exchange India Ltd
534755,Trio Mercantile & Trading Ltd
534758,Cigniti Technologies Ltd
534804,CARE Ratings Ltd
534809,PC Jeweller Ltd
534816,Indus Towers Ltd
534920,Covidh Technologies Ltd
534976,V-Mart Retail Ltd
535136,NIBE Ltd
535204,Mukta Agriculture Ltd
535205,Mystic Electronics Ltd
535267,Comfort Fincap Ltd
535276,SBI Mutual Fund - SBI Sensex ETF
535279,Bothra Metals & Alloys Ltd
535322,Repco Home Finance Ltd
535387,Lakhotia Polyesters (India) Ltd
535431,GCM Securities Ltd
535458,NRB Industrial Bearings Ltd
535514,Prime Capital Market Ltd
535566,KIFS Financial Services Ltd
535601,Sreeleathers Ltd
535602,Sharda Motor Industries Ltd
535620,Binny Mills Ltd
535621,S V Global Mill Ltd
535647,SDC Techmedia Ltd
535648,Just Dial Ltd
535657,ObjectOne Information Systems Ltd
535667,India Finsec Ltd
535693,Brahmaputra Infrastructure Ltd
535719,Ampvolts Ltd
535730,Khoobsurat Ltd
535754,Orient Cement Ltd
535755,Aditya Birla Fashion and Retail Ltd
535789,Sammaan Capital Ltd
535910,Money Masters Leasing & Finance Ltd
535916,Alacrity Securities Ltd
535917,GCM Commodity & Derivatives Ltd
535958,Integra Essentia Ltd
536073,Julien Agro Infratech Ltd
536264,Tiger Logistics (India) Ltd
536493,JK Agri Genetics Ltd
536565,Novelix Pharmaceuticals Ltd
536659,PVV Infra Ltd
536672,VCU Data Management Ltd
536709,IND Renewable Energy Ltd
536710,SRG Fingrow Finance Ltd
536737,Amrapali Capital and Finance Services Ltd
536738,Stellar Capital Services Ltd
536773,Jindal Poly Investment and Finance Company Ltd
536846,Yuranus Infrastructure Ltd
536960,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option
536974,Captain Polyplast Ltd
537007,ICICI Prudential Nifty 50 ETF
537008,ICICI Prudential Nifty 100 ETF
537069,Arnold Holdings Ltd
537253,Sunil Healthcare Ltd
537259,Suyog Telematics Ltd
537291,Nath Bio-Genes (India) Ltd
537292,Agri- Tech (India) Ltd
537326,Chemtech Industrial Valves Ltd
537483,NIPPON INDIA ETF NIFTY 100
537536,Denis Chem Lab Ltd
537573,Polymac Thermoformers Ltd
537582,Unishire Urban Infra Ltd
537669,Laxmipati Engineering Works Ltd
537708,Kotak Nifty 50 ETF
537709,Shree Hanuman Sugar & Industries Ltd
537750,Kiran Vyapar Ltd
537766,B.C. Power Controls Ltd
537784,Karnimata Cold Storage Ltd
537785,Race Eco Chain Ltd
537800,Mangalam Industrial Finance Ltd
537820,Viji Finance Ltd
537839,Phoenix Township Ltd
537840,Raunaq International Ltd
537985,Infronics Systems Ltd
538057,CPSE ETF
538081,Haria Apparels Ltd
538092,Shri Vasuprada Plantations Ltd
538119,R&B Denims Ltd
538212,Sharp Investments Ltd
538268,Wonderla Holidays Ltd
538273,Response Informatics Ltd
538319,GCM Capital Advisors Ltd
538351,A.F. Enterprises Ltd
538365,Incredible Industries Ltd
538382,West Leisure Resorts Ltd
538395,Nam Securities Ltd
538401,Maestros Electronics & Telecommunications Systems Ltd
538422,Jackson Investments Ltd
538446,Moneyboxx Finance Ltd
538451,Worth Investment & Trading Co Ltd
538452,Quasar India Ltd
538464,Thirani Projects Ltd
538465,Amarnath Securities Ltd
538476,Capital Trade Links Ltd
538496,Tarini International Ltd
538520,Shivamshree Businesses Ltd
538521,Yaan Enterprises Ltd
538537,Omansh Enterprises Ltd
538539,Annvrridhhi  Ventures Ltd
538540,Ramchandra Leasing & Finance Ltd
538542,Gold Coin Health Foods Ltd
538546,Bansal Roofing Products Ltd
538556,Arman Holdings Ltd
538562,Skipper Ltd
538563,SMT Engineering Ltd
538564,James Warren Tea Ltd
538565,Vistar Amar Ltd
538567,Gulf Oil Lubricants India Ltd
538568,Fruition Venture Ltd
538569,Triveni Enterprises Ltd
538576,Bhanderi Infracon Ltd
538579,Zinema Media And Entertainment Ltd
538596,Cemantic Infra-Tech Ltd
538597,TTI Enterprise Ltd
538598,Vishal Fabrics Ltd
538607,Toyam Sports Ltd
538609,Gajanan Securities Services Ltd
538610,Unison Metals Ltd
538611,Real Touch Finance Ltd
538634,Vasundhara Rasayans Ltd
538635,Snowman Logistics Ltd
538646,QGO Finance Ltd
538647,Purshottam Investofin Ltd
538652,Hind Commerce Ltd
538666,Sharda Cropchem Ltd
538667,Sirohia & Sons Ltd
538668,Meghna Infracon Infrastructure Ltd
538674,City Online Services Ltd
538683,Nippon India ETF S&P BSE Sensex
538685,Shemaroo Entertainment Ltd
538706,Ultracab (India) Ltd
538707,Rajasthan Cylinders & Containers Ltd
538708,Econo Trade (India) Ltd
538713,Atishay Ltd
538714,Sangam Finserv Ltd
538715,Dhabriya Polywood Ltd
538716,Aryaman Capital Markets Ltd
538730,PDS Ltd
538731,Hanman Fit Ltd
538732,Vibrant Global Capital Ltd
538734,Ceinsys Tech Ltd
538742,Panabyte Technologies Ltd
538743,Mudunuru Ltd
538765,JLA Infraville Shoppers Ltd
538770,Crane Infrastructure Ltd
538772,Niyogin Fintech Ltd
538777,Asia Capital Ltd
538778,Kalyan Capitals Ltd
538786,Citizen Infoline Ltd
538787,Goenka Business & Finance Ltd
538788,Gilada Finance & Investments Ltd
538794,Jet Solar Ltd
538795,Shree Ajit Pulp And Paper Ltd
538817,Captain Pipes Ltd
538833,Kaizen Agro Infrabuild Ltd
538834,JMJ Fintech Ltd
538835,Intellect Design Arena Ltd
538836,Monte Carlo Fashions Ltd
538837,Jeevan Scientific Technology Ltd
538838,Indo Cotspin Ltd
538857,Scintilla Commercial & Credit Ltd
538860,Panafic Industrials Ltd
538862,My Money Securities Ltd
538863,Sri Amarnath Finance Ltd
538868,Continental Securities Ltd
538874,Nexus Surgical And Medicare Ltd
538875,Sellwin Traders Ltd
538881,Galada Finance Ltd
538882,Emerald Finance Ltd
538890,M.K. Exim (India) Ltd
538891,Magellanic Cloud Ltd
538894,Octal Credit Capital Ltd
538895,Mihika Industries Ltd
538896,Kanchi Karpooram Ltd
538902,Dhunseri Tea & Industries Ltd
538918,Vani Commercials Ltd
538919,Skyline Ventures India Ltd
538920,Vintage Coffee And Beverages Ltd
538921,Raghuvansh Agrofarms Ltd
538922,COSYN Ltd
538923,Sofcom Systems Ltd
538926,Naturite Agro Products Ltd
538928,Karnavati Finance Ltd
538935,Abhishek Finlease Ltd
538942,Mercantile Ventures Ltd
538943,Sonal Mercantile Ltd
538952,Abhinav Leasing & Finance Ltd
538961,Genus Paper & Boards Ltd
538962,Minda Corporation Ltd
538964,Mercury Laboratories Ltd
538965,Concord Drugs Ltd
538970,Wardwizard Innovations & Mobility Ltd
538975,Shree Securities Ltd
538979,Greenlam Industries Ltd
538987,Talbros Engineering Ltd
538992,SAR Auto Products Ltd
539005,Jayatma Enterprises Ltd
539006,PTC Industries Ltd
539011,Chennai Ferrous Industries Ltd
539012,Megri Soft Ltd
539013,Gita Renewable Energy Ltd
539014,Kalpa Commercial Ltd
539015,Ortel Communications Ltd
539016,Neil Industries Ltd
539017,Star Housing Finance Ltd
539018,Beekay Steel Industries Ltd
539026,SSPN Finance Ltd
539031,SBI Mutual Fund - SBI - ETF BSE 100
539032,Fraser and Company Ltd
539040,Tirupati Tyres Ltd
539041,Ganesha Ecoverse Ltd
539042,AGI Infra Ltd
539044,Manaksia Steels Ltd
539045,Manaksia Aluminium Company Ltd
539046,Manaksia Coated Metals & Industries Ltd
539056,Imagicaaworld Entertainment Ltd
539083,Inox Wind Ltd
539090,Rajputana Investment and Finance Ltd
539091,Consecutive Investment & Trading Company Ltd
539096,Aananda Lakshmi Spinning Mills Ltd
539097,UR Sugar Industries Ltd
539098,Filtra Consultants and Engineers Ltd
539099,Athena Constructions Ltd
539110,Northlink Fiscal and Capital Services Ltd
539111,Sheshadri Industries Ltd
539112,SAB Industries Ltd
539113,Paul Merchants Ltd
539115,Alan Scott Industries Ltd
539116,O. P. Chains Ltd
539117,Sujala Trading & Holdings Ltd
539118,VRL Logistics Ltd
539119,Jain Marmo Industries Ltd
539120,Bangalore Fort Farms Ltd
539121,Palco Metals Ltd
539122,Bodhtree Consulting Ltd
539123,V B Industries Ltd
539124,Sarvottam Finvest Ltd
539126,MEP Infrastructure Developers Ltd
539132,Wardwizard Foods and Beverages Ltd
539141,UFO Moviez India Ltd
539143,Panth Infinity Ltd
539148,Shivalik Rasayan Ltd
539149,Integrated Capital Services Ltd
539150,PNC Infratech Ltd
539151,Arfin India Ltd
539167,Virat Leasing Ltd
539174,Helpage Finlease Ltd
539175,Bluegod Entertainment Ltd
539176,Hawa Engineers Ltd
539177,Authum Investment & Infrastructure Ltd
539189,Adhbhut Infrastructure Ltd
539190,Decillion Finance Ltd
539195,POCL Enterprises Ltd
539196,Amba Enterprises Ltd
539199,SG Finserve Ltd
539201,Satia Industries Ltd
539206,Genomic Valley Biotech Ltd
539216,Garment Mantra Lifestyle Ltd
539217,Srestha Finvest Ltd
539218,Saumya Consultants Ltd
539219,Mauria Udyog Ltd
539220,Mishka Exim Ltd
539221,Sportking India Ltd
539222,Growington Ventures India Ltd
539224,HCKK Ventures Ltd
539226,Rudra Global Infra Products Ltd
539227,Loyal Equipments Ltd
539228,Gala Global Products Ltd
539230,Chemiesynth (Vapi) Ltd
539246,Jyotirgamya Enterprises Ltd
539251,Balkrishna Paper Mills Ltd
539252,Shyam Century Ferrous Ltd
539253,Surya India Ltd
539254,Adani Energy Solutions Ltd
539255,Star Delta Transformers Ltd
539265,Amrapali Fincap Ltd
539267,Samsrita Labs Ltd
539268,Syngene International Ltd
539273,Pecos Hotels and Pubs Ltd
539275,Mangalam Seeds Ltd
539276,Kaya Ltd
539277,Alstone Textiles (India) Ltd
539278,Symbiox Investment & Trading Company Ltd
539287,Ortin Global Ltd
539288,AVI Polymers Ltd
539289,Aurum PropTech Ltd
539290,Oswal Greentech Ltd
539291,Vasudhagama Enterprises Ltd
539300,Sunrakshakk Industries India Ltd
539301,Arvind SmartSpaces Ltd
539302,Power Mech Projects Ltd
539309,Rama Steel Tubes Ltd
539310,Thinkink Picturez Ltd
539312,UTI BSE SENSEX ETF
539313,UTI NIFTY 50 ETF
539314,Universal Autofoundry Ltd
539331,Veto Switchgears and Cables Ltd
539332,Navkar Corporation Ltd
539334,Shree Pushkar Chemicals & Fertilisers Ltd
539336,Gujarat Gas Ltd
539337,Waaree Technologies Ltd
539346,Sadbhav Infrastructure Project Ltd
539352,P. B. Films Ltd
539353,Sal Automotive Ltd
539354,Polyspin Exports Ltd
539359,Pritika Auto Industries Ltd
539378,Soni Medicare Ltd
539383,Mahaveer Infoway Ltd
539384,Krishna Capital and Securities Ltd
539391,Acme Resources Ltd
539393,Kabra Commercial Ltd
539398,Vishal Bearings Ltd
539399,Bella Casa Fashion & Retail Ltd
539400,Mallcom (India) Ltd
539401,Patdiam Jewellery Ltd
539402,Naksh Precious Metals Ltd
539404,Satin Creditcare Network Ltd
539405,Decorous Investment & Trading Co Ltd
539406,Swagtam Trading & Services Ltd
539407,Generic Engineering Construction and Projects Ltd
539408,Kuber Udyog Ltd
539409,Neeraj Paper Marketing Ltd
539428,Tejnaksh Healthcare Ltd
539434,Brilliant Portfolios Ltd
539435,Richfield Financial Services Ltd
539436,Coffee Day Enterprises Ltd
539437,IDFC First Bank Ltd
539448,InterGlobe Aviation Ltd
539449,IGC Industries Ltd
539450,S H Kelkar and Company Ltd
539455,Aryavan Enterprise Ltd
539468,Typhoon Financial Services Ltd
539469,Panorama Studios International Ltd
539470,Shree Ganesh Biotech (India) Ltd
539479,GTV Engineering Ltd
539480,LIC MF EXCHANGE TRADED FUND- NIFTY 50
539487,LIC MF EXCHANGE TRADED FUND- SENSEX
539488,Tirupati Finlease Ltd
539492,Garbi Finvest Ltd
539494,Smart Finsec Ltd
539495,Rajkot Investment Trust Ltd
539506,Adcon Capital Services Ltd
539515,Quint Digital Ltd
539516,HDFC NIFTY 50 ETF
539517,HDFC S&P BSE Sensex ETF
539518,Uday Jewellery Industries Ltd
539519,Sattva Sukun Lifecare Ltd
539521,Navigant Corporate Advisors Ltd
539522,Grovy India Ltd
539523,Alkem Laboratories Ltd
539524,Dr. Lal PathLabs Ltd
539526,Suncare Traders Ltd
539527,Creative Castings Ltd
539528,Aayush Wellness Ltd
539533,Elitecon International Ltd
539542,Lux Industries Ltd
539543,Valley Magnesite Company Ltd
539544,Abhishek Infraventures Ltd
539545,Apoorva Leasing Finance and Investment Company Ltd
539546,Agribio Spirits Ltd
539551,Narayana Hrudayalaya Ltd
539552,F Mec International Financial Services Ltd
539559,Deep Diamond India Ltd
539560,Abhijit Trading Company Ltd
539561,Remedium Lifecare Ltd
539562,Aarnav Fashions Ltd
539574,Sunshine Capital Ltd
539584,Sharanam Infraproject and Trading Ltd
539593,Shivansh Finserve Ltd
539594,Mishtann Foods Ltd
539596,Delta Industrial Resources Ltd
539598,Credent Global Finance Ltd
539599,Kotia Enterprises Ltd
539607,Blue Cloud Softech Solutions Ltd
539620,Kanoria Energy & Infrastructure Ltd
539621,BCL Enterprises Ltd
539636,Precision Camshafts Ltd
539658,TeamLease Services Ltd
539659,Vikram Kamats Hospitality Ltd
539660,Best Agrolife Ltd
539661,Ace Men Engg Works Ltd
539662,BFL Asset Finvest Ltd
539669,RGF Capital Markets Ltd
539673,Radhagobind Commercial Ltd
539678,Quick Heal Technologies Ltd
539679,Kapil Raj Finance Ltd
539680,Ganga Pharmaceuticals Ltd
539681,Dynamic Archistructures Ltd
539682,Lucent Industries Ltd
539683,Shivkamal Impex Ltd
539686,K.P. Energy Ltd
539691,Real Growth Corporation Ltd
539692,Interactive Financial Services Ltd
539697,Hiliks Technologies Ltd
539724,Hypersoft Technologies Ltd
539725,Gokul Agro Resources Ltd
539730,Fredun Pharmaceuticals Ltd
539742,Simbhaoli Sugars Ltd
539760,Relicab Cable Manufacturing Ltd
539761,Vantage Knowledge Academy Ltd
539762,Modern Engineering And Projects Ltd
539767,Mega Nirman and Industries Ltd
539770,Darjeeling Ropeway Company Ltd
539773,Advik Capital Ltd
539784,LIC MF Exchange Traded Fund- NIFTY 100
539785,Pudumjee Paper Products Ltd
539787,HealthCare Global Enterprises Ltd
539788,Khemani Distributors & Marketing Ltd
539798,Umiya Tubes Ltd
539799,Bharat Wire Ropes Ltd
539800,CHD Chemicals Ltd
539807,Infibeam Avenues Ltd
539814,LE Lavoir Ltd
539819,Mudra Financial Services Ltd
539834,Balgopal Commercial Ltd
539835,Superior Finlease Ltd
539837,Raghav Productivity Enhancers Ltd
539839,Franklin Leasing and Finance Ltd
539841,Lancer Container Lines Ltd
539843,NINtec Systems Ltd
539854,Halder Venture Ltd
539871,Thyrocare Technologies Ltd
539872,Bajaj Healthcare Ltd
539875,RSD Finance Ltd
539876,Crompton Greaves Consumer Electricals Ltd
539883,Pilani Investment and Industries Corporation Ltd
539884,Darshan Orna Ltd
539889,Parag Milk Foods Ltd
539894,Madhav Infra Projects Ltd
539895,Shalimar Agencies Ltd
539900,Dalmia Industrial Development Ltd
539911,Svarnim Trade Udyog Ltd
539917,Nagarjuna Fertilizers and Chemicals Ltd
539921,Shanti Educational Initiatives Ltd
539927,Likhami Consulting Ltd
539938,Medico Intercontinental Ltd
539939,Yash Chemex Ltd
539945,ICICI Prudential Nifty50 Value 20 ETF
539946,Bazel International Ltd
539947,Jindal Leasefin Ltd
539956,TAAL Enterprises Ltd
539957,Mahanagar Gas Ltd
539963,Zeal Aqua Ltd
539978,Quess Corp Ltd
539979,Digjam Ltd
539980,ICICI Prudential BSE Midcap Select ETF
539984,Hindusthan Urban Infrastructure Ltd
539985,Titaanium Ten Enterprise Ltd
539986,Commercial Syn Bags Ltd
539991,Confidence Futuristic Energetech Ltd
539992,Lloyds Engineering Works Ltd
539997,Kwality Pharmaceuticals Ltd
540005,LTIMindtree Ltd
540006,East West Freight Carriers Ltd
540008,Aditya Birla Sun Life BSE Sensex ETF
540023,Colorchips New Media Ltd
540025,Advanced Enzyme Technologies Ltd
540026,Ladam Affordable Housing Ltd
540047,Dilip Buildcon Ltd
540048,S.P. Apparels Ltd
540061,Bigbloc Construction Ltd
540062,Golden Crest Education & Services Ltd
540063,ECS Biztech Ltd
540065,RBL Bank Ltd
